protein	accession	evalue	score
MAR_356-284_metabat2_035_356-284_scaffold_39036_c1_2	fcc_interpro	7e-111	379.9
ELSC_T11_metabat2_124_T11_NODE_183_length_45300_cov_11.514931_44	fcc_interpro	8.400000000000001e-111	379.7
ELSC_M17_metabat2_072_M17_NODE_24082_length_4956_cov_3.982191_6	fcc_interpro	1.1000000000000001e-110	379.3
Brothers_S012_maxbin2_018_S012_NODE_122861_length_1337_cov_2.419008_1	fcc_interpro	1.3000000000000001e-110	379.1
MAR_355-202_metabat2_043_355-202_scaffold_28291_c1_2	fcc_interpro	1.4e-110	378.9
ELSC_131-447_metabat2_020_131-447_scaffold_343_c1_38	fcc_interpro	1.5e-110	378.9
ELSC_T2_maxbin2_250_T2_NODE_21647_length_6410_cov_1.146427_3	fcc_interpro	2.6000000000000002e-110	378.1
MAR_354-166_metabat2_101_354-166_scaffold_2789_c1_2	fcc_interpro	4.1000000000000004e-110	377.4
Brothers_S012_metabat1_007_VB_S012_NODE_11374_length_5823_cov_3.838834_3	fcc_interpro	6.2e-110	376.8
ELSC_M10_metabat2_114_M10_NODE_23023_length_3176_cov_3.388652_4	fcc_interpro	7.5e-110	376.5
ELSC_T2_maxbin2_349_T2_NODE_16096_length_7459_cov_2.916121_8	fcc_interpro	8.800000000000001e-110	376.3
ELSC_M17_metabat2_076_VB_M17_NODE_1142_length_27520_cov_4.221078_13	fcc_interpro	9.5e-110	376.2
Brothers_S010_metabat2_063_S010_NODE_517_length_22806_cov_78.249173_19	fcc_interpro	1.3e-109	375.8
Brothers_S009_metabat2_038_S009_NODE_2830_length_4207_cov_2.929412_5	fcc_interpro	1.4e-109	375.6
Brothers_S011_maxbin2_055_S011_NODE_5248_length_3850_cov_5.946011_4	fcc_interpro	1.4e-109	375.6
ELSC_M2_metabat2_139_M2_NODE_34407_length_4760_cov_2.117634_2	fcc_interpro	1.4e-109	375.6
Guaymas_4561-380_metabat2_045_4561-380_scaffold_1286_c1_2	fcc_interpro	1.7e-109	375.4
ELSC_A3_metabat1_186_A3_NODE_7362_length_9201_cov_5.391117_1	fcc_interpro	1.7e-109	375.4
Brothers_S010_maxbin2_053_VB_S010_NODE_1998_length_10904_cov_19.984597_6	fcc_interpro	2.2e-109	375.0
Guaymas_4561-384_metabat1_015_4562-384_scaffold_245_c1_39	fcc_interpro	3.6e-109	374.3
Guaymas_4561-384_metabat1_004_4562-384_scaffold_706_c1_27	fcc_interpro	3.8999999999999998e-109	374.2
ELSC_M2_maxbin2_140_M2_NODE_105832_length_2379_cov_1.334813_2	fcc_interpro	4.7e-109	373.9
ELSC_M17_metabat2_285_M17_NODE_58651_length_2750_cov_1.277545_3	fcc_interpro	6.399999999999999e-109	373.5
MAR_356-284_metabat1_057_356-284_scaffold_54066_c1_1	fcc_interpro	7.299999999999999e-109	373.3
ELSC_M2_metabat2_091_M2_NODE_2646_length_20231_cov_4.189415_14	fcc_interpro	1.2e-108	372.5
Brothers_S012_maxbin2_086_S012_NODE_101007_length_1529_cov_1.986448_2	fcc_interpro	1.3000000000000001e-108	372.4
Guaymas_4561-384_metabat1_005_VB_4562-384_scaffold_599_c1_8	fcc_interpro	1.9e-108	371.9
Guaymas_4559-240_maxbin2_092_4559-240_scaffold_531_c1_4	fcc_interpro	2.7e-108	371.4
ELSC_A3_metabat1_132_A3_NODE_25079_length_5181_cov_2.596755_8	fcc_interpro	3.6e-108	371.0
EPR_4281-140_metabat2_046_4281-140_scaffold_9306_c1_1	fcc_interpro	7.7e-108	369.9
Brothers_S011_metabat2_014_VB_S011_NODE_675_length_11953_cov_60.993658_6	fcc_interpro	9.6e-108	369.6
Brothers_S009_maxbin2_036_S009_NODE_23150_length_1539_cov_1.733003_1	fcc_interpro	1.5e-107	369.0
ELSC_131-447_metabat2_030_131-447_scaffold_365_c1_53	fcc_interpro	1.5e-107	369.0
ELSC_131-447_metabat2_022_131-447_scaffold_7279_c1_6	fcc_interpro	1.5e-107	368.9
ELSC_M2_metabat2_187_M2_NODE_5217_length_14106_cov_8.768367_9	fcc_interpro	1.5e-107	368.9
ELSC_T2_maxbin2_329_T2_NODE_178805_length_2040_cov_1.428646_2	fcc_interpro	1.6e-107	368.9
ELSC_M2_maxbin2_360_VB_M2_NODE_7156_length_11889_cov_5.791192_7	fcc_interpro	2.9e-107	368.0
ELSC_A1_maxbin2_326_A1_NODE_130390_length_1907_cov_1.187079_1	fcc_interpro	3.9e-107	367.6
Brothers_S010_metabat1_002_VB_S010_NODE_585_length_21340_cov_12.421204_16	fcc_interpro	5.1999999999999995e-107	367.2
MAR_354-166_metabat2_003_354-166_scaffold_65_c1_6	fcc_interpro	7e-107	366.8
Brothers_S143_metabat2_111_S143_NODE_3922_length_10996_cov_1.862729_7	fcc_interpro	7.499999999999999e-107	366.7
ELSC_T10_metabat2_056_T10_NODE_3574_length_9144_cov_4.380060_13	fcc_interpro	1.3e-106	365.8
ELSC_T2_metabat2_115_T2_NODE_173920_length_2074_cov_1.964561_1	fcc_interpro	1.4e-106	365.8
Brothers_S144_metabat1_029_S144_NODE_19_length_88828_cov_8.552981_14	fcc_interpro	6.6e-106	363.5
ELSC_M10_metabat2_008_M10_NODE_1469_length_17101_cov_2.524508_17	fcc_interpro	6.800000000000001e-106	363.5
ELSC_M17_metabat2_038_M17_NODE_226_length_56252_cov_20.303430_49	fcc_interpro	6.800000000000001e-106	363.5
EPR_4281-140_metabat2_043_4281-140_scaffold_3069_c1_5	fcc_interpro	3.2e-105	361.3
ELSC_M2_metabat2_162_M2_NODE_5190_length_14140_cov_24.365446_1	fcc_interpro	3.0999999999999998e-105	361.3
MAR_356-284_maxbin2_156_356-284_scaffold_2353_c1_4	fcc_interpro	3.5e-105	361.2
MAR_356-308_metabat2_056_356-308_scaffold_17308_c1_5	fcc_interpro	4.2e-105	360.9
MAR_355-202_maxbin2_051_355-202_scaffold_26824_c1_3	fcc_interpro	7.2e-105	360.1
EPR_4281-140_metabat2_043_4281-140_scaffold_4950_c1_7	fcc_interpro	8.6e-105	359.9
Brothers_S144_metabat1_029_S144_NODE_3_length_145459_cov_10.813104_125	fcc_interpro	9.899999999999999e-105	359.7
ELSC_M10_metabat2_008_M10_NODE_429_length_33817_cov_2.381330_15	fcc_interpro	9.899999999999999e-105	359.7
ELSC_M17_metabat2_038_M17_NODE_8_length_191295_cov_18.504745_46	fcc_interpro	9.899999999999999e-105	359.7
Brothers_S010_maxbin2_057_S010_NODE_1929_length_11101_cov_30.688263_10	fcc_interpro	1.1e-104	359.6
Brothers_S009_metabat2_016_S009_NODE_6848_length_2825_cov_1.351371_1	fcc_interpro	1.1e-104	359.6
Brothers_S146_maxbin2_318_S146_NODE_205060_length_1393_cov_2.929700_1	fcc_interpro	1.1e-104	359.6
ELSC_M2_metabat2_057_M2_NODE_3885_length_16547_cov_3.009135_9	fcc_interpro	1.1e-104	359.5
ELSC_V2_metabat2_012_V2_NODE_36059_length_1787_cov_5.423494_1	fcc_interpro	3e-104	358.1
ELSC_M17_metabat2_014_M17_NODE_5658_length_11821_cov_37.670344_8	fcc_interpro	6.200000000000001e-104	357.0
MAR_354-166_metabat2_138_354-166_scaffold_72_c1_58	fcc_interpro	7.200000000000001e-104	356.8
Brothers_S140_metabat1_018_S140_NODE_124009_length_1740_cov_0.568506_2	fcc_interpro	1.5e-103	355.8
Brothers_S010_maxbin2_057_S010_NODE_7759_length_5259_cov_33.082619_6	fcc_interpro	2.2e-103	355.2
MAR_356-308_metabat2_030_356-308_scaffold_12321_c1_2	fcc_interpro	2.9e-103	354.9
MAR_356-308_metabat2_074_356-308_scaffold_16679_c1_1	fcc_interpro	3.5e-103	354.6
Brothers_S144_maxbin2_011_S144_NODE_6357_length_7605_cov_3.455202_4	fcc_interpro	4.1e-103	354.4
ELSC_T2_metabat2_169_T2_NODE_5927_length_12460_cov_8.251764_3	fcc_interpro	6.4e-103	353.7
EPR_4281-140_maxbin2_106_4281-140_scaffold_36769_c1_3	fcc_interpro	6.4e-103	353.7
MAR_354-166_metabat2_117_354-166_scaffold_6075_c1_1	fcc_interpro	6.7e-103	353.7
ELSC_A1_maxbin2_146_A1_NODE_440_length_26637_cov_2.723123_26	fcc_interpro	1.2e-102	352.9
ELSC_T2_metabat2_082_T2_NODE_45413_length_4383_cov_10.779605_3	fcc_interpro	1.6e-102	352.4
Brothers_S139_maxbin2_321_S139_NODE_17746_length_6290_cov_1.146195_7	fcc_interpro	1.8e-102	352.2
ELSC_T2_maxbin2_352_T2_NODE_116959_length_2617_cov_1.768675_4	fcc_interpro	1.9e-102	352.2
ELSC_M10_metabat2_065_M10_NODE_2892_length_11521_cov_9.526330_13	fcc_interpro	2.8e-102	351.6
ELSC_T2_metabat2_143_T2_NODE_82293_length_3188_cov_11.636720_3	fcc_interpro	3.2e-102	351.4
Brothers_S146_metabat2_230_S146_NODE_42184_length_3398_cov_0.725466_3	fcc_interpro	3.8e-102	351.2
Brothers_S011_metabat2_033_S011_NODE_715_length_11548_cov_2.754487_12	fcc_interpro	5.6e-102	350.6
ELSC_A3_maxbin2_279_A3_NODE_79713_length_2935_cov_2.621083_2	fcc_interpro	6.7e-102	350.4
ELSC_A3_metabat2_334_A3_NODE_611_length_27248_cov_33.109841_8	fcc_interpro	7.7e-102	350.2
ELSC_131-447_metabat1_049_131-447_scaffold_816_c1_18	fcc_interpro	1.8e-101	348.9
ELSC_M2_metabat2_112_M2_NODE_11696_length_9009_cov_4.881783_7	fcc_interpro	1.8e-101	348.9
Brothers_S144_metabat2_190_VB_S144_NODE_4257_length_9143_cov_1.383097_2	fcc_interpro	2.2000000000000002e-101	348.6
ELSC_134-614_metabat2_121_134-614_scaffold_560_c1_20	fcc_interpro	2.2000000000000002e-101	348.6
ELSC_T2_maxbin2_447_T2_NODE_30709_length_5360_cov_5.685267_4	fcc_interpro	2.2000000000000002e-101	348.6
Brothers_S146_metabat2_230_S146_NODE_1439_length_16162_cov_2.608606_9	fcc_interpro	3e-101	348.2
ELSC_A3_maxbin2_376_A3_NODE_103100_length_2573_cov_3.251840_2	fcc_interpro	3.5e-101	348.0
Brothers_S145_maxbin2_041_VB_S145_NODE_2521_length_10756_cov_6.262678_9	fcc_interpro	3.8e-101	347.9
Brothers_S145_maxbin2_007_VB_S145_NODE_12651_length_4350_cov_1.505091_4	fcc_interpro	7.8e-101	346.8
Brothers_S144_maxbin2_181_S144_NODE_215308_length_1055_cov_0.667026_1	fcc_interpro	9.3e-101	346.6
Brothers_S142_metabat2_034_S142_NODE_5382_length_3935_cov_2.404149_4	fcc_interpro	1.2e-100	346.2
ELSC_M17_metabat2_036_M17_NODE_84195_length_2131_cov_15.210080_2	fcc_interpro	1.6e-100	345.8
ELSC_134-614_metabat2_082_134-614_scaffold_223_c1_15	fcc_interpro	1.9e-100	345.6
ELSC_T2_maxbin2_434_T2_NODE_15913_length_7504_cov_4.191541_2	fcc_interpro	2.1e-100	345.4
ELSC_134-614_metabat2_142_134-614_scaffold_19060_c1_3	fcc_interpro	2.2000000000000001e-100	345.3
Guaymas_4559-240_metabat2_078_4559-240_scaffold_412_c1_32	fcc_interpro	3.6e-100	344.7
Brothers_S013_maxbin2_156_S013_NODE_69085_length_1309_cov_7.738579_1	fcc_interpro	4.4000000000000003e-100	344.4
ELSC_M2_metabat1_241_M2_NODE_34059_length_4790_cov_2.222389_6	fcc_interpro	4.8e-100	344.2
Brothers_S140_maxbin2_110_S140_NODE_233943_length_1170_cov_1.040268_2	fcc_interpro	1.1e-99	343.0
Brothers_S147_metabat2_040_S147_NODE_15436_length_2442_cov_7.624190_1	fcc_interpro	1.5e-99	342.6
ELSC_A3_metabat2_065_A3_NODE_6501_length_9747_cov_1.971206_11	fcc_interpro	1.8e-99	342.4
ELSC_T2_metabat1_003_T2_NODE_245514_length_1681_cov_2.029601_2	fcc_interpro	1e-98	339.9
MAR_356-284_maxbin2_156_356-284_scaffold_2353_c1_2	fcc_interpro	1.4000000000000001e-98	339.4
ELSC_A3_metabat2_168_A3_NODE_11602_length_7450_cov_2.419091_1	fcc_interpro	2.2e-98	338.8
Brothers_S140_maxbin2_125_VB_S140_NODE_64087_length_2550_cov_1.028477_4	fcc_interpro	2.2e-98	338.7
Brothers_S146_maxbin2_212_S146_NODE_146898_length_1700_cov_1.696758_1	fcc_interpro	2.5e-98	338.6
MAR_356-308_metabat1_084_356-308_scaffold_21026_c1_1	fcc_interpro	2.6e-98	338.5
ELSC_M1_metabat2_028_M1_NODE_3731_length_6215_cov_3.505256_4	fcc_interpro	4.1000000000000004e-98	337.9
ELSC_M2_maxbin2_090_M2_NODE_38691_length_4434_cov_9.618528_3	fcc_interpro	4.1000000000000004e-98	337.9
Brothers_S139_maxbin2_007_S139_NODE_137491_length_1712_cov_0.813880_2	fcc_interpro	8.8e-98	336.8
ELSC_M10_maxbin2_187_M10_NODE_628_length_27602_cov_16.700091_9	fcc_interpro	2.8e-97	335.1
ELSC_T2_metabat2_213_T2_NODE_2548_length_19239_cov_44.880913_16	fcc_interpro	3.2e-97	334.9
ELSC_M2_maxbin2_214_VB_M2_NODE_276029_length_1276_cov_6.702350_1	fcc_interpro	4.5e-97	334.5
ELSC_M17_maxbin2_092_M17_NODE_11911_length_7633_cov_2.102318_1	fcc_interpro	1.1e-96	333.1
ELSC_134-614_maxbin2_173_VB_134-614_scaffold_16796_c1_1	fcc_interpro	2.3e-96	332.1
Guaymas_4559-240_maxbin2_085_4559-240_scaffold_15306_c1_2	fcc_interpro	3.3999999999999997e-96	331.5
MAR_354-166_metabat2_030_354-166_scaffold_1168_c1_34	fcc_interpro	5.5999999999999995e-96	330.9
ELSC_T2_maxbin2_155_T2_NODE_196530_length_1926_cov_1.343524_1	fcc_interpro	6.499999999999999e-96	330.6
MAR_356-284_metabat2_118_356-284_scaffold_38015_c1_2	fcc_interpro	6.499999999999999e-96	330.6
Brothers_S141_maxbin2_145_S141_NODE_52134_length_2545_cov_8.406534_2	fcc_interpro	1.6e-95	329.4
ELSC_134-614_metabat2_129_134-614_scaffold_6573_c1_6	fcc_interpro	1.7999999999999997e-95	329.2
ELSC_M17_metabat1_120_M17_NODE_54024_length_2910_cov_5.139059_2	fcc_interpro	2.3e-95	328.8
MAR_356-284_metabat1_115_356-284_scaffold_21230_c1_6	fcc_interpro	3.5999999999999995e-95	328.2
ELSC_A3_metabat1_053_A3_NODE_13668_length_6912_cov_2.110391_5	fcc_interpro	1.9e-94	325.8
Brothers_S141_metabat2_053_S141_NODE_29322_length_3820_cov_1.363390_3	fcc_interpro	2e-94	325.7
ELSC_128-326_maxbin2_055_VB_128-326_scaffold_53778_c1_1	fcc_interpro	6.1e-94	324.1
ELSC_134-614_metabat2_031_VB_134-614_scaffold_19321_c1_4	fcc_interpro	1.3e-93	323.0
ELSC_134-614_metabat1_049_134-614_scaffold_35846_c1_3	fcc_interpro	1e-92	320.1
ELSC_T2_metabat2_115_T2_NODE_81834_length_3198_cov_1.876262_2	fcc_interpro	1.1e-92	320.0
ELSC_131-447_maxbin2_138_131-447_scaffold_116_c1_19	fcc_interpro	1.4e-92	319.7
ELSC_M2_maxbin2_205_M2_NODE_8389_length_10853_cov_8.362763_12	fcc_interpro	1.4e-92	319.7
Brothers_S142_maxbin2_030_S142_NODE_17159_length_1776_cov_1.898727_2	fcc_interpro	1.4999999999999999e-92	319.6
Brothers_S017_maxbin2_036_S017_NODE_2127_length_3414_cov_11.525099_2	fcc_interpro	2.1e-92	319.1
Brothers_S013_maxbin2_055_S013_NODE_12138_length_3410_cov_4.321352_2	fcc_interpro	2.1e-92	319.0
Brothers_S014_metabat2_064_S014_NODE_24592_length_2831_cov_19.292530_1	fcc_interpro	2.2999999999999998e-92	318.9
ELSC_M17_maxbin2_079_M17_NODE_4293_length_13769_cov_64.648585_3	fcc_interpro	3.7e-92	318.3
ELSC_M17_maxbin2_234_VB_M17_NODE_99108_length_1893_cov_11.783126_1	fcc_interpro	4e-92	318.1
ELSC_M17_metabat2_132_M17_NODE_42170_length_3441_cov_12.854556_1	fcc_interpro	6.2e-92	317.5
Brothers_S143_metabat2_111_S143_NODE_3922_length_10996_cov_1.862729_5	fcc_interpro	6.7e-92	317.4
ELSC_M17_maxbin2_198_M17_NODE_154847_length_1354_cov_9.382233_2	fcc_interpro	1.6e-91	316.2
Lau_Basin_Tahi_Moana_HVA-1262_106_10	fcc_interpro	1.4e-90	313.1
ELSC_M2_maxbin2_277_VB_M2_NODE_347905_length_1092_cov_2.118135_1	fcc_interpro	1.4e-90	313.0
Brothers_S146_maxbin2_089_S146_NODE_346180_length_1008_cov_0.704881_1	fcc_interpro	9.099999999999999e-90	310.4
Brothers_S139_maxbin2_280_S139_NODE_123498_length_1847_cov_1.640116_2	fcc_interpro	4.9e-89	308.0
ELSC_T2_metabat2_334_T2_NODE_64427_length_3643_cov_1.380830_5	fcc_interpro	7e-89	307.5
Guaymas_4561-384_metabat1_007_4562-384_scaffold_28_c2_54	fcc_interpro	7.400000000000001e-89	307.4
MAR_356-284_maxbin2_003_356-284_scaffold_92813_c1_1	fcc_interpro	3e-88	305.4
Brothers_S139_metabat2_269_S139_NODE_75873_length_2584_cov_1.628002_3	fcc_interpro	7.1e-88	304.1
Guaymas_4561-380_maxbin2_024_VB_4561-380_scaffold_26069_c1_1	fcc_interpro	2.2e-87	302.5
ELSC_M17_maxbin2_074_M17_NODE_70572_length_2416_cov_2.801660_1	fcc_interpro	4.3e-87	301.6
EPR_PIR-30_maxbin2_065_PIR-30_scaffold_56162_c1_2	fcc_interpro	5.400000000000001e-87	301.3
ELSC_T2_metabat2_384_T2_NODE_174698_length_2069_cov_0.718332_4	fcc_interpro	1.5e-86	299.8
Brothers_S146_maxbin2_212_S146_NODE_84664_length_2326_cov_1.503411_1	fcc_interpro	2.5e-86	299.1
Brothers_S012_maxbin2_050_S012_NODE_78656_length_1808_cov_3.803688_3	fcc_interpro	5.8000000000000005e-86	297.8
Brothers_S144_metabat1_018_S144_NODE_51748_length_2570_cov_1.967663_1	fcc_interpro	1.5999999999999998e-85	296.4
Brothers_S012_metabat2_068_S012_NODE_89099_length_1664_cov_14.241379_2	fcc_interpro	2.3e-85	295.9
ELSC_M10_maxbin2_082_M10_NODE_61181_length_1583_cov_3.728709_1	fcc_interpro	4.8e-85	294.8
ELSC_A3_metabat1_186_A3_NODE_81447_length_2903_cov_5.752161_1	fcc_interpro	7.2e-85	294.2
ELSC_T10_maxbin2_082_T10_NODE_33595_length_2896_cov_7.646443_4	fcc_interpro	3.3999999999999998e-84	292.0
Brothers_S013_metabat2_046_S013_NODE_11814_length_3458_cov_2.884419_1	fcc_interpro	8.6e-84	290.7
ELSC_M1_maxbin2_009_M1_NODE_45603_length_1221_cov_3.465265_1	fcc_interpro	5.0999999999999996e-83	288.2
Brothers_S141_maxbin2_133_S141_NODE_125991_length_1255_cov_15.941489_2	fcc_interpro	5.5e-83	288.0
ELSC_T2_metabat1_244_T2_NODE_4616_length_14209_cov_2.566539_1	fcc_interpro	6.8e-83	287.7
Guaymas_4561-380_maxbin2_024_VB_4561-380_scaffold_12781_c1_4	fcc_interpro	1.3999999999999998e-82	286.7
ELSC_132-544_metabat2_093_132-544_scaffold_28590_c1_1	fcc_interpro	1.6e-82	286.5
MAR_354-166_metabat2_030_354-166_scaffold_19209_c1_4	fcc_interpro	1.8999999999999998e-82	286.2
ELSC_M10_maxbin2_181_M10_NODE_54593_length_1721_cov_1.341280_2	fcc_interpro	5.0000000000000004e-82	284.9
ELSC_M2_metabat2_139_M2_NODE_49511_length_3817_cov_2.536585_5	fcc_interpro	5.8e-82	284.7
MAR_355-202_metabat1_016_355-202_scaffold_10479_c1_3	fcc_interpro	7.5e-82	284.3
ELSC_134-614_maxbin2_173_VB_134-614_scaffold_102769_c1_2	fcc_interpro	1.3e-81	283.5
Guaymas_4559-240_metabat1_034_4559-240_scaffold_2861_c1_7	fcc_interpro	1.4e-81	283.4
ELSC_128-326_metabat2_057_128-326_scaffold_20462_c1_4	fcc_interpro	3.7000000000000003e-81	282.0
Brothers_S011_maxbin2_055_S011_NODE_43087_length_1126_cov_4.458458_1	fcc_interpro	6.2e-81	281.3
Brothers_S141_maxbin2_133_S141_NODE_37948_length_3187_cov_31.755882_1	fcc_interpro	8.700000000000001e-80	277.5
Brothers_S140_metabat2_083_S140_NODE_65805_length_2513_cov_4.424979_1	fcc_interpro	1e-79	277.3
Brothers_S146_metabat2_230_S146_NODE_42184_length_3398_cov_0.725466_1	fcc_interpro	6.2e-79	274.7
MAR_356-308_metabat2_111_356-308_scaffold_4580_c1_1	fcc_interpro	1.1e-78	273.9
EPR_4281-140_metabat1_038_4281-140_scaffold_10712_c1_6	fcc_interpro	1.4e-78	273.5
MAR_356-308_metabat1_084_356-308_scaffold_21026_c1_3	fcc_interpro	1.7e-78	273.3
ELSC_T10_metabat2_028_T10_NODE_16540_length_4212_cov_4.470502_5	fcc_interpro	3.9e-78	272.1
ELSC_134-614_metabat2_142_134-614_scaffold_47551_c1_3	fcc_interpro	1.4e-76	266.9
ELSC_131-447_metabat1_020_131-447_scaffold_1027_c1_4	sor_PF07682_full.stockholm	4.5e-132	448.2
Brothers_S141_maxbin2_133_S141_NODE_61065_length_2260_cov_23.130333_2	sor_PF07682_full.stockholm	1.9e-111	380.5
ELSC_A3_metabat1_023_A3_NODE_16187_length_6386_cov_2.836875_4	sor_PF07682_full.stockholm	1.5e-95	328.3
ELSC_A3_metabat2_117_A3_NODE_35438_length_4387_cov_1.350704_4	sor_PF07682_full.stockholm	1.5e-94	325.1
MAR_354-166_metabat2_117_354-166_scaffold_8634_c1_2	sor_PF07682_full.stockholm	1.5e-94	325.0
MAR_355-202_metabat2_060_355-202_scaffold_1896_c1_9	sor_PF07682_full.stockholm	1.5e-94	325.0
MAR_355-202_maxbin2_131_VB_355-202_scaffold_10470_c1_2	sor_PF07682_full.stockholm	2.3e-94	324.4
EPR_4281-140_metabat1_003_4281-140_scaffold_4140_c1_5	sor_PF07682_full.stockholm	1.5e-93	321.7
ELSC_M17_metabat2_180_M17_NODE_577_length_38645_cov_2.663067_7	sor_PF07682_full.stockholm	6.1e-93	319.8
ELSC_134-614_metabat2_146_134-614_scaffold_1738_c1_3	sor_PF07682_full.stockholm	1.6e-92	318.4
Brothers_S141_metabat2_163_S141_NODE_9020_length_8329_cov_3.022190_4	sor_PF07682_full.stockholm	1.4999999999999999e-92	318.4
ELSC_A1_maxbin2_146_A1_NODE_846_length_19915_cov_2.720133_13	sor_PF07682_full.stockholm	9e-92	315.9
ELSC_A3_metabat2_049_A3_NODE_9540_length_8190_cov_4.051222_2	sor_PF07682_full.stockholm	2.1999999999999998e-91	314.6
ELSC_134-614_metabat2_022_134-614_scaffold_3281_c2_2	sor_PF07682_full.stockholm	3.2e-91	314.1
MAR_354-166_metabat2_098_354-166_scaffold_9317_c1_2	sor_PF07682_full.stockholm	4.2e-91	313.7
MAR_354-166_metabat2_109_354-166_scaffold_3617_c1_2	sor_PF07682_full.stockholm	6.5e-91	313.1
MAR_355-202_maxbin2_114_355-202_scaffold_2577_c1_4	sor_PF07682_full.stockholm	6.5e-91	313.1
ELSC_T2_metabat1_259_T2_NODE_106913_length_2754_cov_2.146555_3	sor_PF07682_full.stockholm	9.8e-91	312.5
ELSC_T2_metabat1_270_T2_NODE_31_length_139278_cov_7.996745_79	TIGR04486	1.8e-271	910.1
Brothers_S144_metabat2_100_S144_NODE_16381_length_4771_cov_1.426787_6	TIGR04486	5.4e-271	908.5
ELSC_T2_maxbin2_165_T2_NODE_76556_length_3316_cov_1.728128_1	TIGR04486	8.500000000000001e-270	904.5
ELSC_A3_maxbin2_168_A3_NODE_9976_length_8014_cov_61.347027_1	TIGR04486	2.8999999999999997e-269	902.8
ELSC_134-614_metabat2_133_134-614_scaffold_155_c1_33	TIGR04486	4.2e-269	902.3
ELSC_M17_maxbin2_092_M17_NODE_10410_length_8294_cov_2.234480_7	TIGR04486	4.2e-269	902.3
ELSC_T10_maxbin2_110_VB_T10_NODE_15603_length_4340_cov_4.790885_3	TIGR04486	4.2e-269	902.3
Brothers_S144_maxbin2_057_S144_NODE_9876_length_6152_cov_1.876846_5	TIGR04486	4.4999999999999995e-269	902.2
ELSC_134-614_metabat1_028_134-614_scaffold_22242_c1_2	TIGR04486	5.0999999999999996e-269	902.0
ELSC_M17_metabat2_085_M17_NODE_36613_length_3782_cov_1.236389_2	TIGR04486	5.0999999999999996e-269	902.0
MAR_356-308_metabat2_112_356-308_scaffold_1168_c1_20	TIGR04486	8.8e-269	901.2
MAR_356-308_metabat1_072_356-308_scaffold_1205_c1_19	TIGR04486	1.7999999999999998e-268	900.2
MAR_354-166_metabat2_072_354-166_scaffold_158_c1_60	TIGR04486	2.8999999999999997e-268	899.5
ELSC_T11_metabat2_180_T11_NODE_9189_length_6227_cov_1.668361_3	TIGR04486	5.099999999999999e-268	898.7
ELSC_134-614_metabat1_017_134-614_scaffold_1931_c1_2	TIGR04486	7.1e-268	898.2
ELSC_M2_metabat1_199_M2_NODE_4530_length_15241_cov_4.430660_11	TIGR04486	7.1e-268	898.2
ELSC_A3_metabat1_186_A3_NODE_31845_length_4619_cov_5.130454_3	TIGR04486	1.2000000000000001e-267	897.5
MAR_356-308_maxbin2_147_356-308_scaffold_41_c1_52	TIGR04486	1.6000000000000001e-267	897.0
ELSC_M2_metabat2_063_M2_NODE_17177_length_7188_cov_2.495822_1	TIGR04486	7.6e-267	894.8
ELSC_M2_maxbin2_080_M2_NODE_80812_length_2819_cov_2.436850_2	TIGR04486	7.8e-267	894.8
ELSC_M17_metabat2_016_M17_NODE_529_length_39877_cov_8.122566_23	TIGR04486	1.1e-266	894.3
ELSC_M2_maxbin2_237_M2_NODE_255_length_66052_cov_29.617474_60	TIGR04486	1.1e-266	894.3
ELSC_T2_maxbin2_434_T2_NODE_531_length_43300_cov_3.493642_23	TIGR04486	2.9e-266	892.9
Brothers_S146_metabat1_017_S146_NODE_23453_length_4599_cov_2.341458_4	TIGR04486	2.9e-266	892.9
ELSC_134-614_metabat2_082_134-614_scaffold_402_c1_7	TIGR04486	3.2e-266	892.8
Brothers_S139_maxbin2_030_S139_NODE_1859_length_21200_cov_20.895316_21	TIGR04486	4.4e-266	892.3
Brothers_S144_maxbin2_217_S144_NODE_171_length_36575_cov_12.028424_22	TIGR04486	4.4e-266	892.3
ELSC_134-614_metabat2_111_134-614_scaffold_7493_c1_5	TIGR04486	5.6e-266	891.9
ELSC_A3_metabat2_229_VB_A3_NODE_962_length_22285_cov_3.072976_18	TIGR04486	1.3e-265	890.8
MAR_354-166_metabat1_062_354-166_scaffold_1906_c1_6	TIGR04486	1.7e-265	890.4
Brothers_S139_maxbin2_185_S139_NODE_3383_length_15404_cov_3.029391_9	TIGR04486	2.4e-265	889.9
ELSC_M1_metabat2_028_M1_NODE_215_length_39019_cov_3.194539_11	TIGR04486	2.4e-265	889.8
ELSC_134-614_metabat1_009_134-614_scaffold_60_c1_37	TIGR04486	4.3e-265	889.0
ELSC_134-614_metabat2_121_134-614_scaffold_33955_c1_1	TIGR04486	4.4999999999999997e-265	889.0
ELSC_M17_metabat2_042_M17_NODE_29_length_121682_cov_74.256855_43	TIGR04486	5.4e-265	888.7
EPR_4281-140_maxbin2_001_4281-140_scaffold_1_c1_198	TIGR04486	5.4e-265	888.7
Brothers_S139_metabat2_264_S139_NODE_36_length_141891_cov_11.164471_60	TIGR04486	5.9e-265	888.6
ELSC_A3_maxbin2_376_A3_NODE_36797_length_4307_cov_4.400239_2	TIGR04486	6.6e-265	888.4
Brothers_S012_metabat2_090_S012_NODE_2138_length_15520_cov_84.771130_8	TIGR04486	7.5e-265	888.2
